,zpid,price,beds,baths,area,zipcode,city,state,homeType,pricePerSQFT
0,44329567,498000,3.0,2.0,1986.0,33186,Miami,FL,SINGLE_FAMILY,251
1,43810739,460000,3.0,2.0,1656.0,33142,Miami,FL,SINGLE_FAMILY,278
2,43816067,550000,5.0,3.0,1775.0,33127,Miami,FL,SINGLE_FAMILY,310
3,44363861,485000,3.0,2.0,1509.0,33177,Miami,FL,SINGLE_FAMILY,321
4,62926081,175900,1.0,1.0,496.0,33125,Miami,FL,CONDO,355
6,44194246,625000,3.0,2.0,1323.0,33165,Miami,FL,SINGLE_FAMILY,472
8,43849868,675000,3.0,2.0,1602.0,33145,Miami,FL,SINGLE_FAMILY,421
18,43850890,850000,3.0,3.0,1161.0,33145,Miami,FL,SINGLE_FAMILY,732
21,2084343590,650000,7.0,4.0,1435.0,33127,Miami,FL,MULTI_FAMILY,453
22,156369401,799000,5.0,3.0,2444.0,33187,Miami,FL,SINGLE_FAMILY,327
24,44340844,499900,3.0,2.0,1473.0,33177,Miami,FL,SINGLE_FAMILY,339
25,44193266,645000,4.0,3.0,1668.0,33165,Miami,FL,SINGLE_FAMILY,387
26,44288055,525000,4.0,2.0,1548.0,33176,Miami,FL,SINGLE_FAMILY,339
27,44194294,899000,4.0,4.0,2416.0,33165,Miami,FL,SINGLE_FAMILY,372
29,43807054,650000,5.0,3.0,1762.0,33138,Miami,FL,MULTI_FAMILY,369
30,247698051,352000,3.0,2.0,1200.0,33142,Miami,FL,SINGLE_FAMILY,293
31,72564579,695000,5.0,3.0,2514.0,33190,Miami,FL,SINGLE_FAMILY,276
33,44302420,500000,4.0,2.0,1364.0,33157,Miami,FL,SINGLE_FAMILY,367
34,83159529,250000,1.0,1.0,609.0,33145,Miami,FL,CONDO,411
35,44348614,369900,4.0,2.0,2961.0,33177,Miami,FL,SINGLE_FAMILY,125
36,44336083,850000,4.0,2.0,1938.0,33187,Miami,FL,SINGLE_FAMILY,439
39,44274621,2350000,5.0,5.0,5344.0,33156,Miami,FL,SINGLE_FAMILY,440
40,44332029,405000,2.0,2.0,1261.0,33186,Miami,FL,TOWNHOUSE,321
41,44286429,2400000,4.0,3.0,3499.0,33176,Miami,FL,SINGLE_FAMILY,686
42,44279922,409500,2.0,2.0,1380.0,33176,Miami,FL,TOWNHOUSE,297
43,43810467,410000,3.0,2.0,1509.0,33142,Miami,FL,SINGLE_FAMILY,272
44,156309062,925000,4.0,3.0,2031.0,33176,Miami,FL,SINGLE_FAMILY,455
45,58455680,598000,3.0,2.0,1750.0,33186,Miami,FL,SINGLE_FAMILY,342
46,44204605,699900,3.0,2.0,1909.0,33165,Miami,FL,SINGLE_FAMILY,367
47,44301922,400000,3.0,2.0,840.0,33157,Miami,FL,SINGLE_FAMILY,476
48,44225917,12500000,8.0,10.0,8241.0,33143,Miami,FL,SINGLE_FAMILY,1517
49,43858551,699950,3.0,2.0,1016.0,33133,Miami,FL,SINGLE_FAMILY,689
50,44296355,495000,4.0,1.0,1185.0,33157,Miami,FL,SINGLE_FAMILY,418
51,44204314,649000,4.0,2.0,1500.0,33165,Miami,FL,SINGLE_FAMILY,433
52,44182861,815000,4.0,3.0,1961.0,33155,Miami,FL,SINGLE_FAMILY,416
53,44285470,340000,2.0,2.0,1120.0,33176,Miami,FL,CONDO,304
54,44299090,675000,3.0,3.0,1803.0,33157,Miami,FL,SINGLE_FAMILY,374
56,44285233,645000,3.0,3.0,1727.0,33176,Miami,FL,SINGLE_FAMILY,373
57,43847985,750000,3.0,2.0,1415.0,33145,Miami,FL,SINGLE_FAMILY,530
58,43809745,325000,3.0,1.0,992.0,33150,Miami,FL,SINGLE_FAMILY,328
60,43825061,245000,2.0,2.0,758.0,33125,Miami,FL,CONDO,323
61,70767219,265000,2.0,1.0,821.0,33130,Miami,FL,CONDO,323
62,43830245,32000000,6.0,7.0,5715.0,33137,Miami,FL,SINGLE_FAMILY,5599
63,43849833,560000,2.0,2.0,1443.0,33145,Miami,FL,MULTI_FAMILY,388
64,2133810408,395000,4.0,3.0,1386.0,33177,Miami,FL,TOWNHOUSE,285
65,44279633,929000,4.0,3.0,2310.0,33176,Miami,FL,SINGLE_FAMILY,402
66,43847256,509900,3.0,2.0,1191.0,33135,Miami,FL,SINGLE_FAMILY,428
67,44201960,710000,4.0,3.0,2405.0,33165,Miami,FL,SINGLE_FAMILY,295
68,331698651,899000,5.0,4.0,3191.0,33170,Miami,FL,SINGLE_FAMILY,282
70,62931905,490000,3.0,3.0,1602.0,33186,Miami,FL,TOWNHOUSE,306
71,44356258,297000,3.0,1.0,1103.0,33170,Miami,FL,SINGLE_FAMILY,269
72,44327923,625000,4.0,3.0,2193.0,33196,Miami,FL,SINGLE_FAMILY,285
73,44337096,820000,5.0,3.0,2230.0,33187,Miami,FL,SINGLE_FAMILY,368
74,43846493,525000,4.0,2.0,1568.0,33134,Miami,FL,SINGLE_FAMILY,335
75,54697005,640000,4.0,2.0,2157.0,33196,Miami,FL,SINGLE_FAMILY,297
76,44329415,560000,3.0,2.0,1734.0,33186,Miami,FL,SINGLE_FAMILY,323
77,44219647,195000,2.0,2.0,965.0,33173,Miami,FL,CONDO,202
78,43807476,410000,3.0,2.0,1404.0,33150,Miami,FL,MULTI_FAMILY,292
79,44300485,685000,4.0,3.0,1530.0,33157,Miami,FL,SINGLE_FAMILY,448
80,43828273,375000,2.0,2.0,945.0,33138,Miami,FL,CONDO,397
81,44204068,725000,3.0,2.0,1732.0,33165,Miami,FL,SINGLE_FAMILY,419
82,2057526067,579000,4.0,3.0,1900.0,33157,Miami,FL,SINGLE_FAMILY,305
84,43822189,475000,5.0,2.0,1270.0,33125,Miami,FL,SINGLE_FAMILY,374
85,2058998374,330000,1.0,1.0,650.0,33131,Miami,FL,CONDO,508
86,54260470,759900,3.0,3.0,1913.0,33186,Miami,FL,SINGLE_FAMILY,397
87,44288029,520000,4.0,2.0,1144.0,33176,Miami,FL,SINGLE_FAMILY,455
88,43871851,388000,1.0,1.0,713.0,33129,Miami,FL,CONDO,544
89,44349525,169900,2.0,2.0,800.0,33157,Miami,FL,CONDO,212
90,54697247,509000,3.0,3.0,1547.0,33186,Miami,FL,TOWNHOUSE,329
91,44357530,1499000,2.0,2.0,1430.0,33187,Miami,FL,SINGLE_FAMILY,1048
92,44356256,485000,3.0,1.0,834.0,33170,Miami,FL,SINGLE_FAMILY,582
94,2057362868,330000,3.0,3.0,1270.0,33177,Miami,FL,TOWNHOUSE,260
96,58455651,845000,4.0,3.0,2018.0,33186,Miami,FL,SINGLE_FAMILY,419
97,43856227,21900000,6.0,11.0,13930.0,33133,Miami,FL,SINGLE_FAMILY,1572
98,44279326,555000,3.0,3.0,1890.0,33176,Miami,FL,TOWNHOUSE,294
99,60798376,660000,3.0,3.0,2076.0,33196,Miami,FL,SINGLE_FAMILY,318
100,44360334,529000,4.0,3.0,1168.0,33177,Miami,FL,SINGLE_FAMILY,453
101,44331420,625000,4.0,2.0,2185.0,33186,Miami,FL,SINGLE_FAMILY,286
102,44289875,4700000,5.0,7.0,6940.0,33176,Miami,FL,SINGLE_FAMILY,677
104,44217619,868000,4.0,3.0,3095.0,33173,Miami,FL,SINGLE_FAMILY,280
106,43850645,825000,3.0,3.0,1226.0,33145,Miami,FL,SINGLE_FAMILY,673
107,250760680,530000,3.0,1.0,1345.0,33126,Miami,FL,SINGLE_FAMILY,394
108,43819231,260000,2.0,2.0,782.0,33126,Miami,FL,CONDO,332
109,44220426,985000,3.0,2.0,1957.0,33173,Miami,FL,SINGLE_FAMILY,503
110,162031203,1200000,4.0,3.0,2847.0,33196,Miami,FL,SINGLE_FAMILY,421
111,308906813,920000,5.0,4.0,2804.0,33177,Miami,FL,SINGLE_FAMILY,328
114,2071291736,750000,3.0,2.0,1080.0,33133,Miami,FL,SINGLE_FAMILY,694
115,44349581,185000,2.0,2.0,800.0,33157,Miami,FL,CONDO,231
116,44283044,1100000,4.0,2.0,2122.0,33176,Miami,FL,SINGLE_FAMILY,518
117,43853969,2350000,4.0,3.0,2835.0,33133,Miami,FL,SINGLE_FAMILY,829
118,44205730,2499003,5.0,5.0,4154.0,33165,Miami,FL,SINGLE_FAMILY,602
119,44296723,599000,5.0,3.0,1720.0,33157,Miami,FL,SINGLE_FAMILY,348
120,43822519,575000,6.0,4.0,1948.0,33125,Miami,FL,SINGLE_FAMILY,295
121,43828282,1350000,3.0,2.0,2326.0,33138,Miami,FL,SINGLE_FAMILY,580
122,44214784,390000,3.0,2.0,1540.0,33173,Miami,FL,TOWNHOUSE,253
123,43856680,2500000,4.0,3.0,3237.0,33133,Miami,FL,SINGLE_FAMILY,772
124,337191219,17800000,10.0,12.0,27808.0,33187,Miami,FL,SINGLE_FAMILY,640
126,44343639,680000,5.0,3.0,2334.0,33177,Miami,FL,SINGLE_FAMILY,291
127,44360564,550000,3.0,2.0,1751.0,33177,Miami,FL,SINGLE_FAMILY,314
131,44184265,509999,4.0,2.0,1579.0,33155,Miami,FL,SINGLE_FAMILY,323
132,43836871,550000,3.0,2.0,1649.0,33144,Miami,FL,SINGLE_FAMILY,334
133,2058410508,995000,8.0,4.0,3722.0,33125,Miami,FL,MULTI_FAMILY,267
134,44210825,827000,4.0,2.0,1644.0,33173,Miami,FL,SINGLE_FAMILY,503
138,2057338232,1750000,6.0,6.0,5288.0,33135,Miami,FL,TOWNHOUSE,331
139,2117039062,386000,3.0,2.0,1344.0,33136,Miami,FL,TOWNHOUSE,287
141,44162760,600000,5.0,4.0,1516.0,33142,Miami,FL,MULTI_FAMILY,396
142,250849639,5940000,5.0,6.0,4250.0,33129,Miami,FL,SINGLE_FAMILY,1398
143,44212939,680000,3.0,2.0,1200.0,33173,Miami,FL,SINGLE_FAMILY,567
144,44289271,560000,4.0,2.0,2120.0,33176,Miami,FL,SINGLE_FAMILY,264
145,44200968,869000,7.0,4.0,1904.0,33165,Miami,FL,SINGLE_FAMILY,456
146,43852533,865000,4.0,3.0,3011.0,33145,Miami,FL,SINGLE_FAMILY,287
147,44204451,699000,5.0,4.0,1750.0,33165,Miami,FL,SINGLE_FAMILY,399
148,44364004,490000,3.0,2.0,1365.0,33177,Miami,FL,SINGLE_FAMILY,359
149,44214757,430000,3.0,2.0,1470.0,33173,Miami,FL,TOWNHOUSE,293
150,43866841,875000,3.0,1.0,1136.0,33129,Miami,FL,SINGLE_FAMILY,770
151,44187128,639000,3.0,1.0,1053.0,33155,Miami,FL,SINGLE_FAMILY,607
152,43874009,495000,2.0,2.0,1060.0,33131,Miami,FL,CONDO,467
153,43866658,1575000,3.0,3.0,2181.0,33129,Miami,FL,SINGLE_FAMILY,722
154,43862132,48000000,8.0,9.0,10099.0,33133,Miami,FL,SINGLE_FAMILY,4753
155,43808622,460000,2.0,2.0,960.0,33127,Miami,FL,SINGLE_FAMILY,479
156,82417329,575000,0.0,1.0,1363.0,33138,Miami,FL,CONDO,422
157,44225969,8500000,6.0,8.0,5908.0,33143,Miami,FL,SINGLE_FAMILY,1439
158,43808914,369900,5.0,4.0,1363.0,33147,Miami,FL,SINGLE_FAMILY,271
159,44183577,670000,4.0,4.0,1537.0,33144,Miami,FL,SINGLE_FAMILY,436
160,43856283,975000,4.0,3.0,2440.0,33133,Miami,FL,SINGLE_FAMILY,400
161,44275226,859999,3.0,2.0,1965.0,33156,Miami,FL,SINGLE_FAMILY,438
162,2057476823,575900,3.0,3.0,1966.0,33173,Miami,FL,TOWNHOUSE,293
163,44203291,899000,3.0,3.0,1274.0,33165,Miami,FL,SINGLE_FAMILY,706
164,44276983,880000,3.0,2.0,1860.0,33176,Miami,FL,SINGLE_FAMILY,473
165,43857571,850000,3.0,2.0,2077.0,33145,Miami,FL,SINGLE_FAMILY,409
166,2060412707,330000,3.0,1.0,980.0,33176,Miami,FL,TOWNHOUSE,337
167,71661692,850000,5.0,4.0,2877.0,33177,Miami,FL,SINGLE_FAMILY,295
168,2109284959,525000,2.0,2.0,1578.0,33176,Miami,FL,TOWNHOUSE,333
170,43848176,699000,3.0,1.0,1184.0,33145,Miami,FL,SINGLE_FAMILY,590
171,43846039,365000,2.0,2.0,918.0,33134,Miami,FL,SINGLE_FAMILY,398
173,155752684,9450000,6.0,7.0,6902.0,33138,Miami,FL,SINGLE_FAMILY,1369
174,43811615,599000,5.0,2.0,1672.0,33127,Miami,FL,SINGLE_FAMILY,358
176,43874084,795000,4.0,2.0,1734.0,33131,Miami,FL,CONDO,458
177,44330104,399000,3.0,2.0,1050.0,33186,Miami,FL,CONDO,380
178,2060929190,350000,2.0,2.0,996.0,33157,Miami,FL,TOWNHOUSE,351
179,63614427,425000,3.0,2.0,1190.0,33136,Miami,FL,TOWNHOUSE,357
181,44213077,925000,4.0,3.0,2195.0,33173,Miami,FL,SINGLE_FAMILY,421
182,43828512,330000,2.0,2.0,881.0,33138,Miami,FL,CONDO,375
184,43866122,220000,2.0,1.0,800.0,33130,Miami,FL,CONDO,275
185,44274418,369000,2.0,2.0,998.0,33156,Miami,FL,CONDO,370
186,44291728,257000,1.0,1.0,707.0,33176,Miami,FL,CONDO,364
187,71744678,430000,1.0,1.0,516.0,33133,Miami,FL,CONDO,833
189,44326305,499000,3.0,2.0,1558.0,33186,Miami,FL,SINGLE_FAMILY,320
190,43856724,1325000,4.0,3.0,2392.0,33145,Miami,FL,SINGLE_FAMILY,554
191,44291285,650000,4.0,2.0,1909.0,33176,Miami,FL,SINGLE_FAMILY,340
192,44204383,649500,3.0,2.0,1326.0,33165,Miami,FL,SINGLE_FAMILY,490
193,44288081,450000,3.0,1.0,1283.0,33176,Miami,FL,SINGLE_FAMILY,351
194,44283827,2949000,5.0,4.0,3972.0,33156,Miami,FL,SINGLE_FAMILY,742
195,44225826,2999000,4.0,4.0,3631.0,33143,Miami,FL,SINGLE_FAMILY,826
196,43820401,790000,3.0,3.0,1325.0,33125,Miami,FL,SINGLE_FAMILY,596
199,43863611,31500000,7.0,9.0,14720.0,33133,Miami,FL,SINGLE_FAMILY,2140
200,43864489,4795000,5.0,4.0,4075.0,33133,Miami,FL,SINGLE_FAMILY,1177
201,43815362,399000,2.0,1.0,927.0,33127,Miami,FL,SINGLE_FAMILY,430
203,43833722,30000000,6.0,7.0,10482.0,33139,Miami Beach,FL,SINGLE_FAMILY,2862
204,44291622,900000,3.0,2.0,2206.0,33176,Miami,FL,SINGLE_FAMILY,408
205,44225885,12000000,5.0,7.0,5736.0,33143,Miami,FL,SINGLE_FAMILY,2092
206,44186429,469000,2.0,1.0,2331.0,33155,Miami,FL,SINGLE_FAMILY,201
207,43842219,510000,2.0,3.0,1117.0,33135,Miami,FL,SINGLE_FAMILY,457
209,44190293,539000,3.0,1.0,1184.0,33155,Miami,FL,SINGLE_FAMILY,455
210,43860349,3800000,4.0,5.0,4011.0,33133,Miami,FL,SINGLE_FAMILY,947
211,44185362,680000,3.0,2.0,1669.0,33144,Miami,FL,SINGLE_FAMILY,407
212,44283770,1799900,6.0,4.0,3482.0,33156,Miami,FL,SINGLE_FAMILY,517
213,44348934,579999,3.0,2.0,1628.0,33177,Miami,FL,SINGLE_FAMILY,356
214,44287924,1450000,4.0,3.0,3096.0,33176,Miami,FL,SINGLE_FAMILY,468
215,44286359,1250000,4.0,3.0,3211.0,33176,Miami,FL,SINGLE_FAMILY,389
216,43848041,1320000,3.0,2.0,2393.0,33145,Miami,FL,SINGLE_FAMILY,552
217,252195711,5975000,5.0,7.0,3954.0,33133,Miami,FL,SINGLE_FAMILY,1511
218,71745036,222500,1.0,1.0,500.0,33134,Miami,FL,CONDO,445
219,44299910,479000,3.0,1.0,1120.0,33157,Miami,FL,SINGLE_FAMILY,428
220,43853107,899900,3.0,2.0,1585.0,33145,Miami,FL,SINGLE_FAMILY,568
221,44290769,1625000,5.0,3.0,3425.0,33176,Miami,FL,SINGLE_FAMILY,474
222,43827693,18900000,6.0,8.0,8222.0,33138,Miami,FL,SINGLE_FAMILY,2299
224,44340149,550000,4.0,2.0,1629.0,33177,Miami,FL,SINGLE_FAMILY,338
225,123867600,650000,3.0,3.0,1486.0,33125,Miami,FL,TOWNHOUSE,437
227,43824571,675000,4.0,3.0,1322.0,33125,Miami,FL,SINGLE_FAMILY,511
228,44276354,1445000,4.0,4.0,2686.0,33176,Miami,FL,SINGLE_FAMILY,538
229,308908560,1565000,5.0,5.0,3648.0,33173,Miami,FL,SINGLE_FAMILY,429
230,44349218,525000,4.0,2.0,1468.0,33157,Miami,FL,SINGLE_FAMILY,358
231,43807592,535000,4.0,3.0,1529.0,33150,Miami,FL,MULTI_FAMILY,350
232,43839159,489000,2.0,2.0,1184.0,33125,Miami,FL,MULTI_FAMILY,413
233,70772972,350000,2.0,2.0,902.0,33126,Miami,FL,CONDO,388
234,43831764,19950000,6.0,6.0,6685.0,33139,Miami Beach,FL,SINGLE_FAMILY,2984
235,44194234,750000,6.0,4.0,2440.0,33165,Miami,FL,SINGLE_FAMILY,307
236,43843534,699900,4.0,2.0,1837.0,33134,Miami,FL,SINGLE_FAMILY,381
238,43846291,681500,3.0,2.0,1410.0,33134,Miami,FL,SINGLE_FAMILY,483
239,44331718,595000,4.0,3.0,2404.0,33186,Miami,FL,SINGLE_FAMILY,248
240,44338936,655000,4.0,3.0,2127.0,33187,Miami,FL,SINGLE_FAMILY,308
241,66178065,665000,4.0,3.0,1760.0,33187,Miami,FL,SINGLE_FAMILY,378
242,64618431,2800000,4.0,6.0,5053.0,33173,Miami,FL,SINGLE_FAMILY,554
245,43861550,1290000,3.0,3.0,1724.0,33133,Miami,FL,TOWNHOUSE,748
246,64607432,550000,2.0,2.0,1089.0,33138,Miami,FL,CONDO,505
247,44275159,1999999,4.0,4.0,2959.0,33156,Miami,FL,SINGLE_FAMILY,676
248,44275565,385000,2.0,2.0,1178.0,33156,Miami,FL,CONDO,327
249,44214354,420000,3.0,2.0,1550.0,33173,Miami,FL,CONDO,271
250,44339495,525000,3.0,2.0,1406.0,33177,Miami,FL,SINGLE_FAMILY,373
252,44187194,855000,4.0,2.0,2060.0,33155,Miami,FL,SINGLE_FAMILY,415
253,43865359,1525000,3.0,3.0,2272.0,33129,Miami,FL,SINGLE_FAMILY,671
255,43811756,799000,5.0,3.0,2027.0,33127,Miami,FL,SINGLE_FAMILY,394
256,44193123,640000,3.0,2.0,1144.0,33165,Miami,FL,SINGLE_FAMILY,559
258,43827066,790000,4.0,2.0,2089.0,33138,Miami,FL,SINGLE_FAMILY,378
259,72568496,609000,4.0,3.0,2557.0,33190,Miami,FL,SINGLE_FAMILY,238
260,43866895,1500000,3.0,4.0,2042.0,33129,Miami,FL,SINGLE_FAMILY,735
261,44220409,1700000,4.0,4.0,2997.0,33173,Miami,FL,SINGLE_FAMILY,567
262,43850770,800000,3.0,2.0,1583.0,33145,Miami,FL,SINGLE_FAMILY,505
263,44340774,470000,3.0,2.0,1390.0,33177,Miami,FL,SINGLE_FAMILY,338
264,70766901,359000,1.0,1.0,643.0,33137,Miami,FL,CONDO,558
265,247698436,24900000,6.0,10.0,9824.0,33133,Miami,FL,SINGLE_FAMILY,2535
267,83161817,335000,2.0,2.0,984.0,33128,Miami,FL,CONDO,340
268,44214161,390000,2.0,2.0,1378.0,33173,Miami,FL,TOWNHOUSE,283
269,44302054,450000,4.0,2.0,1149.0,33157,Miami,FL,SINGLE_FAMILY,392
270,60798371,618000,3.0,3.0,1960.0,33196,Miami,FL,SINGLE_FAMILY,315
271,44304928,649000,4.0,3.0,1924.0,33187,Miami,FL,SINGLE_FAMILY,337
272,44364378,439900,3.0,1.0,960.0,33170,Miami,FL,SINGLE_FAMILY,458
273,43874179,380000,1.0,2.0,990.0,33131,Miami,FL,CONDO,384
274,43827009,799996,2.0,1.0,1053.0,33138,Miami,FL,SINGLE_FAMILY,760
275,43842831,490000,3.0,1.0,1115.0,33126,Miami,FL,SINGLE_FAMILY,439
276,44214248,395000,2.0,3.0,1390.0,33173,Miami,FL,TOWNHOUSE,284
277,44359889,550000,4.0,2.0,1724.0,33177,Miami,FL,SINGLE_FAMILY,319
279,44296368,700000,3.0,3.0,1243.0,33157,Miami,FL,SINGLE_FAMILY,563
280,43809569,475000,3.0,2.0,923.0,33142,Miami,FL,SINGLE_FAMILY,515
281,44289720,295000,2.0,1.0,809.0,33176,Miami,FL,TOWNHOUSE,365
282,43809335,360000,3.0,2.0,864.0,33147,Miami,FL,SINGLE_FAMILY,417
283,44333126,495000,4.0,3.0,1700.0,33177,Miami,FL,TOWNHOUSE,291
285,2059972009,445000,3.0,3.0,1587.0,33190,Miami,FL,TOWNHOUSE,280
286,2078435719,250000,1.0,1.0,811.0,33176,Miami,FL,CONDO,308
287,43811125,374000,3.0,2.0,1345.0,33142,Miami,FL,SINGLE_FAMILY,278
288,43806707,499000,3.0,2.0,1759.0,33150,Miami,FL,SINGLE_FAMILY,284
289,2059757661,510000,3.0,3.0,1966.0,33173,Miami,FL,TOWNHOUSE,259
290,43810496,415000,3.0,2.0,1243.0,33142,Miami,FL,SINGLE_FAMILY,334
291,83161368,468000,2.0,2.0,1231.0,33156,Miami,FL,CONDO,380
292,44334157,545000,3.0,2.0,1784.0,33177,Miami,FL,SINGLE_FAMILY,305
294,43806592,375000,3.0,2.0,1274.0,33150,Miami,FL,SINGLE_FAMILY,294
295,43837928,214900,2.0,1.0,690.0,33135,Miami,FL,CONDO,311
296,43818235,459000,2.0,2.0,1350.0,33142,Miami,FL,MULTI_FAMILY,340
297,43849957,600000,3.0,2.0,1374.0,33145,Miami,FL,SINGLE_FAMILY,437
298,43837803,645000,4.0,2.0,2143.0,33135,Miami,FL,SINGLE_FAMILY,301
300,43835244,485000,2.0,1.0,1470.0,33144,Miami,FL,SINGLE_FAMILY,330
301,43822910,349000,2.0,1.0,832.0,33125,Miami,FL,SINGLE_FAMILY,419
302,43855196,684000,3.0,2.0,918.0,33145,Miami,FL,SINGLE_FAMILY,745
303,162031190,860000,4.0,3.0,2597.0,33196,Miami,FL,SINGLE_FAMILY,331
304,43833736,13450000,5.0,5.0,4343.0,33139,Miami Beach,FL,SINGLE_FAMILY,3097
306,43814022,1150000,4.0,3.0,1332.0,33127,Miami,FL,SINGLE_FAMILY,863
307,44210316,799990,4.0,3.0,1794.0,33173,Miami,FL,SINGLE_FAMILY,446
308,155728995,379900,4.0,2.0,928.0,33142,Miami,FL,SINGLE_FAMILY,409
309,43814216,645000,4.0,2.0,1521.0,33127,Miami,FL,SINGLE_FAMILY,424
310,43847047,234900,2.0,2.0,882.0,33126,Miami,FL,CONDO,266
311,44192258,725000,3.0,3.0,1750.0,33155,Miami,FL,SINGLE_FAMILY,414
312,80781362,935000,4.0,3.0,2431.0,33187,Miami,FL,SINGLE_FAMILY,385
313,80791506,750000,5.0,4.0,1712.0,33170,Miami,FL,SINGLE_FAMILY,438
314,43849932,730000,3.0,3.0,1517.0,33145,Miami,FL,SINGLE_FAMILY,481
315,43859879,895000,4.0,2.0,1492.0,33134,Miami,FL,MULTI_FAMILY,600
316,2060207684,220000,1.0,1.0,650.0,33135,Miami,FL,CONDO,338
317,43853934,6399999,6.0,5.0,4575.0,33133,Miami,FL,SINGLE_FAMILY,1399
318,2062300149,579000,4.0,3.0,1900.0,33157,Miami,FL,SINGLE_FAMILY,305
319,60798518,799000,6.0,3.0,3199.0,33196,Miami,FL,SINGLE_FAMILY,250
320,43837942,250000,2.0,2.0,804.0,33130,Miami,FL,CONDO,311
321,44360190,549900,3.0,2.0,1751.0,33177,Miami,FL,SINGLE_FAMILY,314
322,43813822,695000,6.0,4.0,1514.0,33127,Miami,FL,MULTI_FAMILY,459
323,44361160,1200000,5.0,5.0,3842.0,33177,Miami,FL,SINGLE_FAMILY,312
324,43814530,890000,2.0,2.0,904.0,33127,Miami,FL,SINGLE_FAMILY,985
325,43855964,3700000,3.0,2.0,2181.0,33133,Miami,FL,SINGLE_FAMILY,1696
326,43855285,799900,4.0,3.0,2143.0,33133,Miami,FL,SINGLE_FAMILY,373
327,338743592,1849999,5.0,5.0,3380.0,33177,Miami,FL,SINGLE_FAMILY,547
328,43820582,624000,4.0,2.0,1664.0,33126,Miami,FL,MULTI_FAMILY,375
329,43830068,19900000,7.0,7.0,5964.0,33137,Miami,FL,SINGLE_FAMILY,3337
330,44274997,1525000,4.0,4.0,3892.0,33156,Miami,FL,SINGLE_FAMILY,392
331,43858949,720000,3.0,2.0,1645.0,33133,Miami,FL,SINGLE_FAMILY,438
332,43812477,500000,4.0,2.0,1470.0,33127,Miami,FL,SINGLE_FAMILY,340
333,44204977,1450000,3.0,2.0,1824.0,33165,Miami,FL,SINGLE_FAMILY,795
334,156369351,719000,3.0,3.0,2279.0,33187,Miami,FL,SINGLE_FAMILY,315
335,82412967,650000,1.0,2.0,834.0,33133,Miami,FL,CONDO,779
338,43860969,979000,3.0,2.0,1351.0,33133,Miami,FL,SINGLE_FAMILY,725
340,43852784,899000,3.0,3.0,2100.0,33129,Miami,FL,SINGLE_FAMILY,428
341,338742964,4250000,5.0,7.0,5905.0,33176,Miami,FL,SINGLE_FAMILY,720
342,43812308,409000,2.0,1.0,1158.0,33127,Miami,FL,SINGLE_FAMILY,353
343,44187235,699999,3.0,1.0,1228.0,33155,Miami,FL,SINGLE_FAMILY,570
344,252195610,4890000,5.0,6.0,3864.0,33133,Miami,FL,SINGLE_FAMILY,1266
345,43854741,860000,2.0,1.0,1190.0,33133,Miami,FL,SINGLE_FAMILY,723
346,72577271,1500000,3.0,3.0,2006.0,33133,Miami,FL,TOWNHOUSE,748
347,43828606,565000,2.0,2.0,1203.0,33138,Miami,FL,CONDO,470
349,2057436797,450000,3.0,3.0,1260.0,33190,Miami,FL,TOWNHOUSE,357
351,44275415,974900,3.0,3.0,2246.0,33156,Miami,FL,SINGLE_FAMILY,434
352,2071331738,1335000,4.0,4.0,2016.0,33133,Miami,FL,SINGLE_FAMILY,662
353,2060148111,20500000,4.0,6.0,6597.0,33133,Miami,FL,CONDO,3107
354,44181292,689000,4.0,3.0,2101.0,33165,Miami,FL,SINGLE_FAMILY,328
356,2057822775,930000,2.0,3.0,1732.0,33133,Miami,FL,TOWNHOUSE,537
357,43855329,835000,3.0,2.0,1161.0,33133,Miami,FL,SINGLE_FAMILY,719
358,43820252,245000,2.0,2.0,882.0,33126,Miami,FL,CONDO,278
359,43833710,19450000,5.0,7.0,5659.0,33139,Miami Beach,FL,SINGLE_FAMILY,3437
360,44307521,730000,3.0,2.0,1901.0,33186,Miami,FL,SINGLE_FAMILY,384
361,43807008,445000,2.0,2.0,1402.0,33150,Miami,FL,SINGLE_FAMILY,317
362,44219692,233500,1.0,2.0,705.0,33173,Miami,FL,CONDO,331
363,44335264,739000,3.0,2.0,1725.0,33177,Miami,FL,SINGLE_FAMILY,428
365,249660086,1095000,4.0,3.0,2257.0,33176,Miami,FL,SINGLE_FAMILY,485
366,44300751,295000,2.0,2.0,1240.0,33157,Miami,FL,CONDO,238
367,43838547,628000,3.0,2.0,1372.0,33125,Miami,FL,SINGLE_FAMILY,458
368,82418525,469000,2.0,2.0,1562.0,33125,Miami,FL,CONDO,300
369,43848521,825000,4.0,2.0,2220.0,33145,Miami,FL,MULTI_FAMILY,372
370,43813858,555000,3.0,1.0,1090.0,33127,Miami,FL,SINGLE_FAMILY,509
372,43841416,329000,3.0,1.0,1004.0,33125,Miami,FL,SINGLE_FAMILY,328
373,44283010,879000,4.0,3.0,2366.0,33176,Miami,FL,SINGLE_FAMILY,372
374,44335007,610000,3.0,2.0,1641.0,33177,Miami,FL,SINGLE_FAMILY,372
376,44286397,1000000,4.0,3.0,2754.0,33176,Miami,FL,SINGLE_FAMILY,363
377,162033758,950000,4.0,3.0,1972.0,33177,Miami,FL,SINGLE_FAMILY,482
