,zpid,price,beds,baths,area,zipcode,city,state,homeType,pricePerSQFT
837,463830,639000,1.0,2.0,846.0,20009,Washington,DC,TOWNHOUSE,755
838,399514,384900,1.0,2.0,530.0,20009,Washington,DC,CONDO,726
840,92415171,1250000,4.0,4.0,1986.0,20003,Washington,DC,TOWNHOUSE,629
841,72480214,674900,2.0,2.0,988.0,22201,Arlington,VA,CONDO,683
842,2060438190,375000,2.0,1.0,1185.0,20007,Washington,DC,CONDO,316
843,407839,750000,2.0,2.0,952.0,20001,Washington,DC,TOWNHOUSE,788
844,12079965,1349000,3.0,3.0,2642.0,22209,Arlington,VA,TOWNHOUSE,511
846,416785,585000,2.0,1.0,960.0,20002,Washington,DC,TOWNHOUSE,609
847,88808962,399900,2.0,1.0,885.0,20002,Washington,DC,CONDO,452
848,420671,1200000,3.0,4.0,1826.0,20002,Washington,DC,APARTMENT,657
849,12059579,1399000,4.0,5.0,3625.0,22207,Arlington,VA,SINGLE_FAMILY,386
851,394768,440000,1.0,1.0,713.0,20037,Washington,DC,CONDO,617
853,508600,1098500,4.0,3.0,1862.0,20002,Washington,DC,TOWNHOUSE,590
854,475820,485000,3.0,2.0,1760.0,20011,Washington,DC,TOWNHOUSE,276
857,12098783,599900,3.0,2.0,1383.0,22206,Arlington,VA,TOWNHOUSE,434
858,485888,750000,3.0,4.0,1144.0,20011,Washington,DC,TOWNHOUSE,656
859,455216,5495000,7.0,6.0,6100.0,20008,Washington,DC,SINGLE_FAMILY,901
860,436329,3200000,5.0,5.0,4200.0,20016,Washington,DC,SINGLE_FAMILY,762
863,441566,969000,3.0,3.0,1628.0,20016,Washington,DC,TOWNHOUSE,595
864,183132312,6995000,7.0,6.0,7333.0,20016,Washington,DC,SINGLE_FAMILY,954
865,412245,699999,2.0,3.0,949.0,20001,Washington,DC,TOWNHOUSE,738
867,465223,1649000,7.0,3.0,4700.0,20010,Washington,DC,TOWNHOUSE,351
868,12057684,2999999,5.0,7.0,6418.0,22207,Arlington,VA,SINGLE_FAMILY,467
869,495202,500000,2.0,1.0,1234.0,20017,Washington,DC,SINGLE_FAMILY,405
870,483369,499999,2.0,2.0,896.0,20011,Washington,DC,SINGLE_FAMILY,558
871,517408,539900,5.0,2.0,2200.0,20019,Washington,DC,SINGLE_FAMILY,245
872,518594,295000,4.0,1.0,960.0,20019,Washington,DC,SINGLE_FAMILY,307
873,12080428,310000,1.0,1.0,550.0,22201,Arlington,VA,CONDO,564
874,12089124,925000,3.0,4.0,1600.0,22204,Arlington,VA,SINGLE_FAMILY,578
875,495947,649000,4.0,3.0,1842.0,20017,Washington,DC,SINGLE_FAMILY,352
876,425868,825000,3.0,2.0,1916.0,20003,Washington,DC,TOWNHOUSE,431
877,68083380,680000,2.0,2.0,954.0,20005,Washington,DC,CONDO,713
878,508614,1275000,4.0,4.0,2061.0,20002,Washington,DC,TOWNHOUSE,619
880,2113476201,850000,3.0,2.0,1550.0,20009,Washington,DC,CONDO,548
882,82298908,385000,2.0,1.0,800.0,20011,Washington,DC,TOWNHOUSE,481
883,12105373,430000,2.0,2.0,1280.0,22202,Arlington,VA,CONDO,336
884,448350,1999000,5.0,4.0,2792.0,20015,Washington,DC,SINGLE_FAMILY,716
885,519733,485000,4.0,3.0,1422.0,20020,Washington,DC,SINGLE_FAMILY,341
886,488267,749999,4.0,4.0,2280.0,20012,Washington,DC,SINGLE_FAMILY,329
887,88799524,949900,2.0,3.0,1350.0,20005,Washington,DC,CONDO,704
888,61618872,849999,2.0,2.0,1217.0,20009,Washington,DC,CONDO,698
889,415645,1450000,3.0,3.0,2245.0,20003,Washington,DC,SINGLE_FAMILY,646
890,12100505,565000,2.0,2.0,1157.0,22206,Arlington,VA,CONDO,488
891,508246,625000,2.0,3.0,1003.0,20002,Washington,DC,TOWNHOUSE,623
892,512661,475000,3.0,2.0,1114.0,20019,Washington,DC,SINGLE_FAMILY,426
893,63030300,1000000,3.0,4.0,2994.0,20020,Washington,DC,SINGLE_FAMILY,334
895,404370,349900,1.0,1.0,550.0,20005,Washington,DC,CONDO,636
896,12057868,1289000,5.0,3.0,2225.0,22207,Arlington,VA,SINGLE_FAMILY,579
897,12087550,875000,3.0,2.0,1304.0,22203,Arlington,VA,TOWNHOUSE,671
899,2057870335,199000,0.0,1.0,554.0,20374,Washington Navy Yard,DC,CONDO,359
900,407857,899950,2.0,3.0,1318.0,20001,Washington,DC,TOWNHOUSE,683
901,2104107623,149900,1.0,1.0,650.0,20024,Washington,DC,CONDO,231
902,68084998,118000,2.0,1.0,672.0,20032,Washington,DC,CONDO,176
903,458126,5250000,7.0,6.0,5960.0,20008,Washington,DC,SINGLE_FAMILY,881
904,2060896885,629000,4.0,4.0,2600.0,20020,Washington,DC,SINGLE_FAMILY,242
905,459076,998000,4.0,3.0,1512.0,20015,Washington,DC,SINGLE_FAMILY,660
907,2108270949,699000,2.0,2.0,1650.0,20037,Washington,DC,CONDO,424
908,71721488,430000,2.0,4.0,1412.0,20032,Washington,DC,TOWNHOUSE,305
909,524795,249900,3.0,2.0,1188.0,20020,Washington,DC,SINGLE_FAMILY,210
910,93393690,1150000,4.0,5.0,2374.0,22203,Arlington,VA,TOWNHOUSE,484
911,492552,504000,3.0,2.0,1450.0,20011,Washington,DC,TOWNHOUSE,348
913,54655729,7400000,6.0,7.0,9824.0,20016,Washington,DC,SINGLE_FAMILY,753
914,524333,775000,4.0,3.0,3778.0,20020,Washington,DC,SINGLE_FAMILY,205
915,311112056,474900,3.0,2.0,1173.0,20002,Washington,DC,CONDO,405
916,504685,850000,3.0,4.0,2249.0,20018,Washington,DC,SINGLE_FAMILY,378
917,331364191,1085000,4.0,4.0,2160.0,22203,Arlington,VA,TOWNHOUSE,502
918,64635942,1449000,3.0,3.0,2590.0,22209,Arlington,VA,TOWNHOUSE,559
919,401443,384900,1.0,1.0,624.0,20036,Washington,DC,CONDO,617
920,71740232,260000,0.0,1.0,360.0,20009,Washington,DC,CONDO,722
921,12087763,598800,2.0,2.0,1654.0,22203,Arlington,VA,CONDO,362
922,469495,824500,4.0,5.0,3076.0,20012,Washington,DC,SINGLE_FAMILY,268
924,67393834,10000000,7.0,11.0,14124.0,20016,Washington,DC,SINGLE_FAMILY,708
925,475540,1395000,5.0,4.0,2600.0,20011,Washington,DC,SINGLE_FAMILY,537
927,2061173068,14500000,12.0,8.0,17010.0,20009,Washington,DC,TOWNHOUSE,852
929,461010,539900,2.0,2.0,923.0,20008,Washington,DC,CONDO,585
932,183134364,499000,2.0,1.0,802.0,20002,Washington,DC,CONDO,622
934,2057968061,450000,2.0,1.0,912.0,22205,Arlington,VA,CONDO,493
935,527351,545000,3.0,3.0,2660.0,20032,Washington,DC,SINGLE_FAMILY,205
936,407135,500000,2.0,1.0,717.0,20005,Washington,DC,CONDO,697
937,12092191,1199000,4.0,3.0,2750.0,22204,Arlington,VA,SINGLE_FAMILY,436
938,460384,9995000,5.0,6.0,9200.0,20008,Washington,DC,SINGLE_FAMILY,1086
939,511866,399000,3.0,2.0,1202.0,20019,Washington,DC,SINGLE_FAMILY,332
940,82297482,275000,0.0,1.0,525.0,20009,Washington,DC,CONDO,524
942,394372,379000,1.0,1.0,590.0,20037,Washington,DC,CONDO,642
943,510414,529000,3.0,3.0,1618.0,20019,Washington,DC,SINGLE_FAMILY,327
944,12074463,995000,3.0,2.0,1548.0,22203,Arlington,VA,SINGLE_FAMILY,643
945,511104,319900,4.0,2.0,1350.0,20019,Washington,DC,SINGLE_FAMILY,237
946,183122785,489000,3.0,3.0,1430.0,20020,Washington,DC,TOWNHOUSE,342
947,71738911,189000,1.0,1.0,757.0,20005,Washington,DC,CONDO,250
948,2057619885,260000,1.0,1.0,800.0,20037,Washington,DC,CONDO,325
951,2058854260,189900,0.0,1.0,554.0,20024,Washington,DC,CONDO,343
953,68080402,490000,1.0,1.0,866.0,20001,Washington,DC,CONDO,566
954,68081341,224900,0.0,1.0,506.0,20016,Washington,DC,CONDO,444
955,412838,1175000,3.0,3.0,1940.0,20001,Washington,DC,MULTI_FAMILY,606
956,456131,2250000,9.0,5.0,4300.0,20008,Washington,DC,SINGLE_FAMILY,523
957,311111953,749000,3.0,3.0,1550.0,20011,Washington,DC,TOWNHOUSE,483
958,12073728,1695000,5.0,5.0,5000.0,22205,Arlington,VA,SINGLE_FAMILY,339
960,472862,800000,4.0,2.0,1829.0,20010,Washington,DC,TOWNHOUSE,437
961,425939,30000,0.0,0.0,128.0,20003,Washington,DC,SINGLE_FAMILY,234
962,311111245,299000,1.0,1.0,528.0,20011,Washington,DC,CONDO,566
963,521423,500000,3.0,3.0,1745.0,20020,Washington,DC,TOWNHOUSE,287
965,434013,2050000,3.0,4.0,3478.0,20007,Washington,DC,TOWNHOUSE,589
966,12059782,1050000,4.0,3.0,1456.0,22207,Arlington,VA,SINGLE_FAMILY,721
967,2091671479,299000,3.0,2.0,1118.0,20020,Washington,DC,CONDO,267
968,183131099,1795000,3.0,3.0,2100.0,20009,Washington,DC,TOWNHOUSE,855
969,470822,2500000,7.0,7.0,7493.0,20012,Washington,DC,SINGLE_FAMILY,334
970,430613,4499500,6.0,6.0,4013.0,20007,Washington,DC,TOWNHOUSE,1121
971,12087193,2399900,5.0,6.0,5370.0,22201,Arlington,VA,SINGLE_FAMILY,447
972,428759,1750000,4.0,4.0,2200.0,20007,Washington,DC,TOWNHOUSE,795
974,436318,3195000,5.0,6.0,5626.0,20016,Washington,DC,SINGLE_FAMILY,568
975,496890,849000,3.0,4.0,1835.0,20017,Washington,DC,SINGLE_FAMILY,463
976,68454574,579000,2.0,2.0,994.0,22201,Arlington,VA,CONDO,582
977,12086491,799999,3.0,3.0,1785.0,22201,Arlington,VA,TOWNHOUSE,448
978,12096674,200000,1.0,1.0,828.0,22204,Arlington,VA,CONDO,242
980,334523922,2499000,6.0,6.0,4804.0,20016,Washington,DC,SINGLE_FAMILY,520
981,434905,2700000,3.0,5.0,4390.0,20007,Washington,DC,SINGLE_FAMILY,615
982,501868,849000,4.0,3.0,2400.0,20018,Washington,DC,SINGLE_FAMILY,354
983,88799418,625000,1.0,2.0,898.0,20005,Washington,DC,CONDO,696
984,338279180,1800000,2.0,4.0,2600.0,20001,Washington,DC,TOWNHOUSE,692
985,437137,3499000,7.0,7.0,6305.0,20016,Washington,DC,SINGLE_FAMILY,555
986,12085062,400000,1.0,1.0,670.0,22201,Arlington,VA,CONDO,597
987,71722562,129900,1.0,1.0,600.0,20020,Washington,DC,CONDO,216
988,2057888189,205000,1.0,1.0,744.0,20011,Washington,DC,CONDO,276
989,68074327,3895000,6.0,9.0,8266.0,20008,Washington,DC,SINGLE_FAMILY,471
990,478773,775000,3.0,2.0,1880.0,20010,Washington,DC,TOWNHOUSE,412
991,433120,1100000,2.0,2.0,1082.0,20007,Washington,DC,TOWNHOUSE,1017
992,405830,1950000,4.0,4.0,2345.0,20009,Washington,DC,TOWNHOUSE,832
993,478934,600000,4.0,2.0,1628.0,20010,Washington,DC,TOWNHOUSE,369
994,2075630150,285000,1.0,1.0,600.0,20037,Washington,DC,CONDO,475
995,487175,795000,2.0,4.0,1368.0,20011,Washington,DC,TOWNHOUSE,581
996,478348,940000,6.0,3.0,2412.0,20010,Washington,DC,TOWNHOUSE,390
997,446390,1350000,3.0,3.0,1810.0,20007,Washington,DC,TOWNHOUSE,746
998,476235,550000,3.0,3.0,1506.0,20012,Washington,DC,TOWNHOUSE,365
1001,13430639,549900,3.0,2.0,1761.0,80123,Denver,CO,SINGLE_FAMILY,312
1002,13373456,799900,4.0,3.0,2620.0,80210,Denver,CO,SINGLE_FAMILY,305
1003,13176975,367000,3.0,2.0,1296.0,80305,Boulder,CO,SINGLE_FAMILY,283
1004,58296090,287500,1.0,1.0,666.0,80218,Denver,CO,CONDO,432
1005,129895326,790000,5.0,3.0,2566.0,80216,Denver,CO,MULTI_FAMILY,308
1006,58686020,385000,1.0,1.0,680.0,80223,Denver,CO,TOWNHOUSE,566
1007,13227330,2075000,7.0,4.0,5363.0,80303,Boulder,CO,SINGLE_FAMILY,387
1008,13193033,1900000,4.0,3.0,3597.0,80302,Boulder,CO,SINGLE_FAMILY,528
1009,72294484,385000,1.0,1.0,729.0,80218,Denver,CO,CONDO,528
1010,13275518,449000,4.0,2.0,1804.0,80249,Denver,CO,SINGLE_FAMILY,249
1011,13324175,569500,4.0,2.0,1728.0,80227,Denver,CO,SINGLE_FAMILY,330
1012,13277029,490000,4.0,3.0,2292.0,80249,Denver,CO,SINGLE_FAMILY,214
1013,13322705,565000,3.0,1.0,1201.0,80212,Denver,CO,SINGLE_FAMILY,470
1014,13358622,625000,3.0,2.0,1780.0,80219,Denver,CO,SINGLE_FAMILY,351
1015,13409368,405000,2.0,3.0,1571.0,80231,Denver,CO,TOWNHOUSE,258
1016,13308968,575000,3.0,3.0,1272.0,80211,Denver,CO,TOWNHOUSE,452
1017,13292165,749000,3.0,2.0,1425.0,80221,Denver,CO,SINGLE_FAMILY,526
1018,13304522,629900,3.0,1.0,1158.0,80205,Denver,CO,SINGLE_FAMILY,544
1019,13275995,439000,3.0,4.0,2074.0,80249,Denver,CO,SINGLE_FAMILY,212
1020,2069461832,312000,3.0,2.0,1648.0,80204,Denver,CO,TOWNHOUSE,189
1021,13277901,498000,3.0,2.0,1604.0,80239,Denver,CO,SINGLE_FAMILY,310
1022,13339347,530000,3.0,2.0,1559.0,80204,Denver,CO,SINGLE_FAMILY,340
1025,13243026,875000,3.0,3.0,1494.0,80301,Boulder,CO,SINGLE_FAMILY,586
1026,13427022,825000,6.0,3.0,2959.0,80237,Denver,CO,SINGLE_FAMILY,279
1027,13045852,369000,2.0,3.0,1558.0,80231,Denver,CO,TOWNHOUSE,237
1028,13390161,550000,2.0,2.0,1362.0,80220,Denver,CO,TOWNHOUSE,404
1029,13312852,699900,2.0,1.0,1924.0,80211,Denver,CO,SINGLE_FAMILY,364
1030,13293051,393900,2.0,1.0,1234.0,80221,Denver,CO,SINGLE_FAMILY,319
1031,13325819,639000,2.0,1.0,1747.0,80206,Denver,CO,SINGLE_FAMILY,366
1032,13329958,239000,1.0,1.0,629.0,80218,Denver,CO,CONDO,380
1034,13380817,399000,2.0,1.0,710.0,80219,Denver,CO,SINGLE_FAMILY,562
1035,13409614,525000,2.0,3.0,1828.0,80231,Denver,CO,TOWNHOUSE,287
1036,13390133,415000,3.0,2.0,1303.0,80220,Denver,CO,TOWNHOUSE,318
1037,13367856,499900,3.0,2.0,1162.0,80223,Denver,CO,SINGLE_FAMILY,430
1039,13299712,775000,4.0,2.0,1847.0,80211,Denver,CO,SINGLE_FAMILY,420
1041,13379411,825000,4.0,2.0,1837.0,80210,Denver,CO,SINGLE_FAMILY,449
1042,72294873,449000,1.0,1.0,828.0,80301,Boulder,CO,TOWNHOUSE,542
1043,13329365,295000,1.0,1.0,626.0,80218,Denver,CO,CONDO,471
1044,13388275,1950000,5.0,3.0,2882.0,80210,Denver,CO,SINGLE_FAMILY,677
1045,13282972,595000,6.0,3.0,2184.0,80207,Denver,CO,SINGLE_FAMILY,272
1047,131678107,1275000,3.0,4.0,2324.0,80212,Denver,CO,SINGLE_FAMILY,549
1048,2075126059,260000,2.0,1.0,833.0,80227,Denver,CO,CONDO,312
1049,13281800,575000,4.0,2.0,1861.0,80207,Denver,CO,SINGLE_FAMILY,309
1050,2058517438,380000,2.0,2.0,1636.0,80224,Denver,CO,TOWNHOUSE,232
1051,13380750,525000,3.0,2.0,1768.0,80219,Denver,CO,SINGLE_FAMILY,297
1052,337912656,336810,3.0,3.0,1085.0,80205,Denver,CO,TOWNHOUSE,310
1053,13366248,485000,4.0,2.0,1314.0,80219,Denver,CO,SINGLE_FAMILY,369
1054,13215846,124000,0.0,1.0,320.0,80302,Boulder,CO,TOWNHOUSE,388
1055,13280284,749900,3.0,3.0,1987.0,80207,Denver,CO,SINGLE_FAMILY,377
1058,13229547,299813,2.0,3.0,1241.0,80301,Boulder,CO,TOWNHOUSE,242
1059,13432512,575000,4.0,4.0,2756.0,80123,Denver,CO,TOWNHOUSE,209
1060,13304532,899900,4.0,3.0,2015.0,80205,Denver,CO,SINGLE_FAMILY,447
1062,338358068,574100,3.0,3.0,1373.0,80224,Denver,CO,TOWNHOUSE,418
1063,54642611,369900,2.0,2.0,1149.0,80247,Denver,CO,CONDO,322
1064,13339029,465000,3.0,1.0,1672.0,80219,Denver,CO,SINGLE_FAMILY,278
1065,13418168,519000,3.0,3.0,2262.0,80231,Denver,CO,SINGLE_FAMILY,229
1067,13313272,650000,3.0,1.0,1956.0,80212,Denver,CO,SINGLE_FAMILY,332
1068,13248319,465000,2.0,3.0,1184.0,80301,Boulder,CO,CONDO,393
1070,13414129,439000,3.0,2.0,1408.0,80222,Denver,CO,CONDO,312
1071,13299536,650000,2.0,2.0,1224.0,80211,Denver,CO,SINGLE_FAMILY,531
1072,13397732,915000,3.0,3.0,3515.0,80230,Denver,CO,SINGLE_FAMILY,260
1075,13371013,700000,3.0,3.0,1615.0,80210,Denver,CO,SINGLE_FAMILY,433
1076,131679705,520000,1.0,2.0,932.0,80204,Denver,CO,TOWNHOUSE,558
1077,247392118,950000,2.0,3.0,1883.0,80230,Denver,CO,MULTI_FAMILY,505
1078,13237141,349900,1.0,1.0,430.0,80304,Boulder,CO,TOWNHOUSE,814
1079,13419503,479000,3.0,3.0,2230.0,80231,Denver,CO,TOWNHOUSE,215
1080,58683750,819900,4.0,4.0,2667.0,80238,Denver,CO,SINGLE_FAMILY,307
1081,13229627,398700,2.0,2.0,880.0,80303,Boulder,CO,CONDO,453
1082,13303109,650000,4.0,2.0,1825.0,80205,Denver,CO,SINGLE_FAMILY,356
1083,247392094,789000,3.0,4.0,3080.0,80238,Denver,CO,TOWNHOUSE,256
1084,13331917,324900,2.0,1.0,871.0,80203,Denver,CO,CONDO,373
1085,13182372,1175000,4.0,3.0,2200.0,80305,Boulder,CO,SINGLE_FAMILY,534
1086,13364780,552000,4.0,3.0,2352.0,80219,Denver,CO,SINGLE_FAMILY,235
1087,13301867,539000,4.0,3.0,2321.0,80216,Denver,CO,SINGLE_FAMILY,232
1088,13425556,1350000,7.0,6.0,4073.0,80237,Denver,CO,SINGLE_FAMILY,331
1089,13352075,1050000,2.0,1.0,1368.0,80209,Denver,CO,SINGLE_FAMILY,768
1090,13277706,519000,3.0,3.0,2137.0,80239,Denver,CO,SINGLE_FAMILY,243
1091,13272695,445000,4.0,2.0,1341.0,80239,Denver,CO,SINGLE_FAMILY,332
1092,13321364,385000,2.0,1.0,786.0,80218,Denver,CO,TOWNHOUSE,490
1093,247388610,750000,2.0,3.0,1259.0,80212,Denver,CO,TOWNHOUSE,596
1094,13056528,975000,6.0,3.0,4308.0,80222,Denver,CO,SINGLE_FAMILY,226
1096,61471476,445000,1.0,1.0,652.0,80223,Denver,CO,MULTI_FAMILY,683
1097,131664066,897961,4.0,4.0,3555.0,80249,Denver,CO,SINGLE_FAMILY,253
1098,13403583,525000,5.0,2.0,1569.0,80224,Denver,CO,SINGLE_FAMILY,335
1099,13375810,735000,3.0,2.0,1051.0,80210,Denver,CO,SINGLE_FAMILY,699
1100,13431703,599000,3.0,3.0,2155.0,80123,Denver,CO,SINGLE_FAMILY,278
1101,338358291,528640,3.0,3.0,1378.0,80224,Denver,CO,TOWNHOUSE,384
1102,251843988,425000,2.0,1.0,1423.0,80249,Denver,CO,SINGLE_FAMILY,299
1103,13322852,410000,3.0,1.0,1330.0,80227,Denver,CO,SINGLE_FAMILY,308
1104,13382920,1229000,5.0,4.0,4466.0,80219,Denver,CO,SINGLE_FAMILY,275
1105,13325940,575000,2.0,2.0,1748.0,80206,Denver,CO,SINGLE_FAMILY,329
1106,13341416,469000,3.0,1.0,1432.0,80219,Denver,CO,SINGLE_FAMILY,328
1107,13425831,1225000,4.0,3.0,3512.0,80237,Denver,CO,SINGLE_FAMILY,349
1108,13180060,3950000,5.0,4.0,4381.0,80302,Boulder,CO,SINGLE_FAMILY,902
1110,61637775,295600,2.0,2.0,759.0,80305,Boulder,CO,TOWNHOUSE,389
1111,318397005,499950,1.0,2.0,1171.0,80204,Denver,CO,TOWNHOUSE,427
1112,13405631,1295000,3.0,2.0,1741.0,80222,Denver,CO,SINGLE_FAMILY,744
1113,52964578,750000,2.0,2.0,1276.0,80209,Denver,CO,CONDO,588
1114,13338196,513900,3.0,1.0,1795.0,80204,Denver,CO,SINGLE_FAMILY,286
1116,13275455,439950,3.0,3.0,2389.0,80249,Denver,CO,SINGLE_FAMILY,184
1117,13394631,1250000,3.0,3.0,2299.0,80220,Denver,CO,SINGLE_FAMILY,544
1118,13299684,849000,3.0,2.0,1761.0,80211,Denver,CO,SINGLE_FAMILY,482
1119,13291990,500000,4.0,3.0,1823.0,80221,Denver,CO,SINGLE_FAMILY,274
1120,13232956,2050000,4.0,3.0,2689.0,80304,Boulder,CO,SINGLE_FAMILY,762
1122,13364609,524900,4.0,2.0,1150.0,80219,Denver,CO,SINGLE_FAMILY,456
1123,61469227,390000,3.0,3.0,1394.0,80249,Denver,CO,TOWNHOUSE,280
1125,13307707,595000,2.0,1.0,1038.0,80205,Denver,CO,SINGLE_FAMILY,573
1126,13323836,650000,4.0,3.0,2673.0,80227,Denver,CO,SINGLE_FAMILY,243
1127,13372451,819900,3.0,2.0,1409.0,80210,Denver,CO,SINGLE_FAMILY,582
1128,13055240,440000,3.0,3.0,1802.0,80231,Denver,CO,TOWNHOUSE,244
1129,2060681866,320000,3.0,2.0,1309.0,80222,Denver,CO,CONDO,244
1130,337913144,291000,3.0,1.0,1143.0,80220,Denver,CO,MULTI_FAMILY,255
1131,13426251,575000,4.0,2.0,2767.0,80237,Denver,CO,SINGLE_FAMILY,208
1132,13321831,1100000,5.0,4.0,2983.0,80218,Denver,CO,SINGLE_FAMILY,369
1133,13408234,675000,4.0,2.0,1606.0,80224,Denver,CO,SINGLE_FAMILY,420
1134,68051085,565000,2.0,2.0,1136.0,80211,Denver,CO,TOWNHOUSE,497
1135,13233841,595000,2.0,2.0,1206.0,80302,Boulder,CO,SINGLE_FAMILY,493
1136,13356928,490000,4.0,2.0,1145.0,80223,Denver,CO,SINGLE_FAMILY,428
1137,13292544,649000,3.0,2.0,1311.0,80221,Denver,CO,SINGLE_FAMILY,495
1139,13342897,975000,3.0,2.0,1912.0,80203,Denver,CO,SINGLE_FAMILY,510
1140,296358283,1399000,3.0,2.0,2459.0,80302,Boulder,CO,SINGLE_FAMILY,569
1141,13341208,385000,1.0,1.0,587.0,80219,Denver,CO,SINGLE_FAMILY,656
1142,63359682,219900,1.0,1.0,641.0,80204,Denver,CO,TOWNHOUSE,343
1143,13394393,1245000,4.0,2.0,3094.0,80220,Denver,CO,SINGLE_FAMILY,402
1144,88905422,575000,3.0,3.0,1412.0,80230,Denver,CO,TOWNHOUSE,407
1145,13390230,430000,3.0,2.0,1461.0,80220,Denver,CO,TOWNHOUSE,294
1146,121239973,830000,3.0,3.0,3332.0,80238,Denver,CO,SINGLE_FAMILY,249
1147,13315324,1300000,3.0,2.0,2510.0,80212,Denver,CO,SINGLE_FAMILY,518
1148,13274543,500000,3.0,3.0,2519.0,80249,Denver,CO,SINGLE_FAMILY,198
1149,130135811,1150000,6.0,3.0,4368.0,80211,Denver,CO,MULTI_FAMILY,263
1150,13355500,315000,1.0,1.0,567.0,80209,Denver,CO,CONDO,556
1151,13333569,288000,1.0,1.0,777.0,80203,Denver,CO,CONDO,371
1152,58296183,240000,1.0,1.0,419.0,80203,Denver,CO,CONDO,573
1153,13353544,350000,1.0,1.0,639.0,80209,Denver,CO,CONDO,548
1154,13314741,849000,3.0,2.0,1892.0,80212,Denver,CO,SINGLE_FAMILY,449
1155,13214107,3650000,3.0,4.0,5111.0,80302,Boulder,CO,SINGLE_FAMILY,714
1157,13056635,690000,5.0,3.0,2160.0,80222,Denver,CO,SINGLE_FAMILY,319
1159,13408458,875000,4.0,2.0,2319.0,80224,Denver,CO,SINGLE_FAMILY,377
1160,13229127,1075000,3.0,3.0,2330.0,80302,Boulder,CO,SINGLE_FAMILY,461
1161,13312232,399000,3.0,2.0,2000.0,80212,Denver,CO,SINGLE_FAMILY,200
1162,13355085,1850000,5.0,3.0,3416.0,80209,Denver,CO,SINGLE_FAMILY,542
1163,13415719,965000,4.0,3.0,2929.0,80224,Denver,CO,SINGLE_FAMILY,329
1164,2057535899,349000,2.0,1.0,862.0,80206,Denver,CO,CONDO,405
1165,2057941504,349000,2.0,2.0,944.0,80224,Denver,CO,TOWNHOUSE,370
1166,13368169,455000,2.0,1.0,742.0,80223,Denver,CO,SINGLE_FAMILY,613
1167,13244835,830000,3.0,3.0,1586.0,80301,Boulder,CO,SINGLE_FAMILY,523
1168,13406807,599999,3.0,2.0,2382.0,80222,Denver,CO,SINGLE_FAMILY,252
1169,13222603,402900,4.0,3.0,1502.0,80305,Boulder,CO,CONDO,268
1171,13299668,914000,3.0,2.0,1836.0,80211,Denver,CO,SINGLE_FAMILY,498
1172,58295828,270000,1.0,1.0,702.0,80206,Denver,CO,CONDO,385
1173,13199374,800000,5.0,3.0,2448.0,80301,Boulder,CO,SINGLE_FAMILY,327
1174,13332547,300000,1.0,1.0,733.0,80203,Denver,CO,CONDO,409
1176,96113218,715000,3.0,3.0,1601.0,80205,Denver,CO,TOWNHOUSE,447
1177,13187041,1200000,3.0,3.0,1912.0,80305,Boulder,CO,SINGLE_FAMILY,628
1178,13356050,1350000,4.0,3.0,2838.0,80209,Denver,CO,SINGLE_FAMILY,476
1179,71719945,710000,2.0,2.0,1303.0,80211,Denver,CO,TOWNHOUSE,545
1180,13355610,799000,4.0,2.0,1660.0,80209,Denver,CO,SINGLE_FAMILY,481
1181,13324423,620000,5.0,3.0,2363.0,80227,Denver,CO,SINGLE_FAMILY,262
1182,13355478,960000,3.0,2.0,1915.0,80209,Denver,CO,SINGLE_FAMILY,501
1184,13232917,470000,2.0,2.0,1102.0,80303,Boulder,CO,CONDO,426
1185,63507259,199000,2.0,1.0,960.0,80305,Boulder,CO,MANUFACTURED,207
1186,13299723,750000,5.0,3.0,2546.0,80211,Denver,CO,SINGLE_FAMILY,295
1187,13388475,2250000,3.0,3.0,2921.0,80210,Denver,CO,SINGLE_FAMILY,770
1188,13182008,6950000,5.0,8.0,6998.0,80302,Boulder,CO,SINGLE_FAMILY,993
1190,13392296,679900,4.0,2.0,1728.0,80220,Denver,CO,SINGLE_FAMILY,393
1191,13366813,429900,3.0,1.0,1092.0,80219,Denver,CO,SINGLE_FAMILY,394
1192,125715581,850000,4.0,4.0,2724.0,80238,Denver,CO,SINGLE_FAMILY,312
1193,13309837,600000,1.0,1.0,913.0,80211,Denver,CO,SINGLE_FAMILY,657
1194,58293709,420000,2.0,3.0,1270.0,80204,Denver,CO,CONDO,331
1196,55348623,725000,2.0,2.0,1565.0,80205,Denver,CO,CONDO,463
1197,13301447,850000,3.0,3.0,1824.0,80205,Denver,CO,SINGLE_FAMILY,466
1198,2130048693,550000,3.0,2.0,1242.0,80301,Boulder,CO,CONDO,443
1199,13306358,500000,1.0,2.0,1002.0,80205,Denver,CO,SINGLE_FAMILY,499
1200,13385051,625000,5.0,2.0,2290.0,80236,Denver,CO,SINGLE_FAMILY,273
1201,58295284,525000,2.0,1.0,581.0,80211,Denver,CO,CONDO,904
1202,13214862,675000,2.0,2.0,1404.0,80305,Boulder,CO,TOWNHOUSE,481
1203,13355731,850000,2.0,2.0,1811.0,80209,Denver,CO,SINGLE_FAMILY,469
1204,13296124,799999,3.0,2.0,1350.0,80212,Denver,CO,SINGLE_FAMILY,593
1205,13392243,800000,3.0,2.0,2260.0,80220,Denver,CO,SINGLE_FAMILY,354
1206,13308680,740000,3.0,2.0,1932.0,80211,Denver,CO,SINGLE_FAMILY,383
