season,player,pos,age,team_id,g,gs,per,ts_per,fg3_pct,ft_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,fg_per_g,fga_per_g,fg_pct,fg3_per_g,fg3a_per_g,fg3_pct,fg2_per_g,fg2a_per_g,fg2_pct,efg_pct,ft_per_g,fta_per_g,ft_pct,mp_per_g,orb_per_g,drb_per_g,trb_per_g,ast_per_g,stl_per_g,blk_per_g,tov_per_g,pf_per_g,pts_per_g
2023,KZ Okpala,PF,23,SAC,35,4,6.2,0.554,0.553,0.211,6.3,1.3,2.5,14.4,8.4,0.1,0.2,0.3,0.057,-4.3,1.1,-3.2,-0.1,13,36,0.361,1,2,0.5,12,34,0.353,0.375,8,12,0.667,11.5,0.6,2.1,2.7,0.6,0.9,0.6,0.8,1.9,2.1
2023,Victor Oladipo,SG,30,MIA,41,3,10.3,0.505,0.522,0.202,19.1,2.5,1.1,16,20.8,-1,1.4,0.5,0.021,-3.1,0.8,-2.2,-0.1,12,30,0.4,1,2,0.5,11,28,0.393,0.417,7,10,0.7,10.9,0.5,2.1,2.6,0.5,0.9,0.6,0.6,1.8,2.3
2023,Kelly Olynyk,C,31,UTA,67,1,14.2,0.639,0.426,0.423,17.6,1.5,1.5,20.3,17.7,2.3,1.9,4.2,0.106,-0.6,0.9,0.3,1.1,1,6,0.167,0,0,,1,6,0.167,0.167,1,2,0.5,14.3,1,2,3,1,1,0.3,1.7,2.3,1
2023,Eugene Omoruyi,SF,25,TOT,40,2,10.9,0.533,0.39,0.329,6.3,2.1,0.4,11.5,19.3,0.1,0.5,0.5,0.041,-3.5,-0.9,-4.5,-0.4,280,625,0.448,67,232,0.289,213,393,0.542,0.502,77,99,0.778,19.3,0.6,2.1,2.6,2,0.6,0.1,1,1.6,10.8
2023,Eugene Omoruyi,SF,25,DET,17,4,11.2,0.533,0.433,0.351,6.8,1.8,0.7,10.4,19.7,0.1,0.2,0.3,0.033,-2.9,-1.3,-4.1,-0.2,43,121,0.355,16,63,0.254,27,58,0.466,0.421,21,29,0.724,12.3,0.2,1.2,1.3,1.2,0.3,0.1,0.6,1.3,2.7
2023,Cedi Osman,SF,27,CLE,76,2,12.1,0.58,0.59,0.199,10.5,1.1,0.7,8,18.2,1.5,1.9,3.3,0.104,-0.7,0.2,-0.6,0.6,187,441,0.424,77,219,0.352,110,222,0.495,0.511,33,39,0.846,13.7,0.2,1.3,1.5,1.3,0.4,0.1,0.9,0.9,7
2023,Kelly Oubre Jr.,SF,27,CHO,48,2,14.8,0.534,0.414,0.254,5.6,2.1,1,6.6,26.5,0.1,1.5,1.6,0.05,-0.4,-0.8,-1.1,0.3,102,251,0.406,41,126,0.325,61,125,0.488,0.488,17,21,0.81,13.5,0.1,1.3,1.4,0.9,0.3,0.1,0.8,0.9,6.7
2023,Chris Paul,PG,37,PHO,59,0,17.8,0.555,0.391,0.24,38.7,2.4,1,13.4,19.2,3.7,2.5,6.2,0.157,2,1.2,3.2,2.5,85,190,0.447,36,93,0.387,49,97,0.505,0.542,16,18,0.889,13.8,0.3,1.3,1.6,1.8,0.5,0.1,1,1,7.4
2023,Cameron Payne,PG,28,PHO,48,52,13.2,0.512,0.408,0.141,32.6,1.7,0.7,14.4,24.8,0,1,1.1,0.053,-0.5,-0.7,-1.2,0.2,262,505,0.519,43,119,0.361,219,386,0.567,0.561,127,192,0.661,26.8,2.2,6.9,9.1,2.9,0.8,0.8,2.3,3.6,13.3
2023,Gary Payton II,PG,30,TOT,21,13,12.7,0.712,0.4,0.108,10.1,2.5,1.3,19,10.4,0.5,0.3,0.8,0.115,-1.3,1.2,-0.1,0.2,187,435,0.43,82,205,0.4,105,230,0.457,0.524,67,85,0.788,19.1,0.8,2.9,3.7,1.4,0.4,0.2,1,1.1,8.6
2023,Gary Payton II,PG,30,POR,15,3,11.3,0.713,0.415,0.098,11.5,3.1,0.3,21.9,9.3,0.3,0.2,0.5,0.099,-2.1,1.5,-0.6,0.1,76,197,0.386,40,102,0.392,36,95,0.379,0.487,37,43,0.86,15.7,0.8,2.3,3.1,1,0.3,0.2,0.9,0.9,6
2023,Gary Payton II,PG,30,GSW,6,10,16.4,0.711,0.375,0.125,6,1,3.8,13.6,13.4,0.2,0.1,0.3,0.159,0.7,0.5,1.3,0.1,111,238,0.466,42,103,0.408,69,135,0.511,0.555,30,42,0.714,24.7,1,3.7,4.7,2.2,0.5,0.3,1.3,1.6,12.8
2023,Theo Pinson,SG,27,DAL,39,53,7.3,0.475,0.732,0.155,16.3,0.9,0.3,13.7,14.1,0,0.2,0.2,0.028,-3.7,-1,-4.7,-0.2,229,593,0.386,163,419,0.389,66,174,0.379,0.524,50,69,0.725,31.7,0.7,4.3,5.1,3.7,0.9,0.6,1.5,3.1,8.8
2023,Scotty Pippen Jr.,PG,22,LAL,6,8,9.6,0.439,0.25,0.75,8.2,3,2.6,11.1,23.7,-0.1,0,0,-0.018,-5.1,-0.8,-5.9,0,38,111,0.342,22,78,0.282,16,33,0.485,0.441,16,21,0.762,18.7,1,2.6,3.5,1.2,0.6,0.4,0.6,1.5,4.4
2023,Mason Plumlee,C,32,TOT,78,25,19.6,0.69,0,0.651,17.2,1.1,2,16,15.3,5.4,2.4,7.8,0.183,1.2,1,2.1,2.1,158,401,0.394,64,192,0.333,94,209,0.45,0.474,136,188,0.723,18.6,1.5,1.9,3.4,1.4,0.8,0.5,0.9,1.6,7.3
2023,Mason Plumlee,C,32,CHO,56,17,20,0.673,0,0.646,18.6,1,1.9,14.6,15.7,4.3,1.7,6.1,0.182,1.5,0.9,2.4,1.8,313,490,0.639,3,11,0.273,310,479,0.647,0.642,152,194,0.784,23.1,2.7,4.5,7.2,1,0.7,1.4,1,3.2,9.9
2023,Mason Plumlee,C,32,LAC,22,46,18,0.767,0,0.671,12,1.1,2.4,22,13.7,1.1,0.6,1.7,0.187,-0.1,1.2,1.1,0.3,175,354,0.494,62,171,0.363,113,183,0.617,0.582,78,103,0.757,21.7,0.7,1.8,2.5,1.1,0.7,0.4,0.6,2.1,6.4
2023,Jakob Poeltl,C,27,TOT,71,3,21,0.636,0.002,0.328,15.2,1.7,4,15.1,18.2,3.7,2.2,5.9,0.149,1.1,0.8,1.9,1.9,16,38,0.421,7,21,0.333,9,17,0.529,0.513,7,8,0.875,7.1,0.2,0.8,1,0.4,0.2,0.2,0.2,1.1,1.3
2023,Jakob Poeltl,C,27,SAS,46,2,19.7,0.625,0.003,0.332,17.1,1.4,3.6,17.8,18.7,1.8,1,2.8,0.114,0.5,0.3,0.8,0.8,153,391,0.391,65,204,0.319,88,187,0.471,0.474,59,79,0.747,26.4,0.4,2.7,3.1,3.4,1.3,0.3,2,2.4,10.5
2023,Jakob Poeltl,C,27,TOR,25,67,23.2,0.655,0,0.321,12.1,2.1,4.7,10.2,17.4,1.9,1.1,3,0.21,2.2,1.5,3.7,1,269,544,0.494,90,232,0.388,179,312,0.574,0.577,196,230,0.852,28.5,1.2,5,6.2,3.7,0.9,0.5,2.4,3.4,12.3
2023,Aleksej Pokusevski,PF,21,OKC,34,6,13.4,0.522,0.418,0.141,12.4,1.4,5.7,14,18.3,0,1,1,0.065,-1,1,0,0.3,101,228,0.443,25,89,0.281,76,139,0.547,0.498,51,75,0.68,16.1,1.1,1.7,2.8,0.7,0.7,0.1,0.9,2.3,7
2023,Jordan Poole,PG,23,GSW,81,2,14.4,0.57,0.498,0.324,22.6,1.2,0.8,14.7,29.2,1.2,1.8,3,0.059,-0.1,-1.8,-2,0,44,94,0.468,8,31,0.258,36,63,0.571,0.511,17,28,0.607,11.8,1,1.3,2.3,0.5,0.6,0,0.7,2,4.9
2023,Kevin Porter Jr.,PG,22,HOU,59,4,16.2,0.565,0.436,0.299,25.8,2,0.8,15.8,24.3,1.9,1,2.9,0.068,1.4,-0.9,0.6,1.3,57,134,0.425,17,58,0.293,40,76,0.526,0.489,34,47,0.723,21.9,1.2,2.2,3.5,1,0.8,0.2,1.1,2.6,9.7
2023,Michael Porter Jr.,SF,24,DEN,62,1,16.8,0.621,0.556,0.147,5.3,1,1.4,7.3,22.7,2.5,1.8,4.3,0.115,2,-1.8,0.2,1,238,527,0.452,116,311,0.373,122,216,0.565,0.562,73,105,0.695,20.2,0.3,2,2.3,1.5,0.4,0.1,0.7,1.6,8.8
2023,Otto Porter Jr.,SF,29,TOR,8,40,14,0.656,0.567,0.267,7.2,3.7,0,10.7,11,0.2,0.2,0.4,0.142,-1.3,2,0.6,0.1,353,819,0.431,108,339,0.319,245,480,0.51,0.497,158,208,0.76,32.3,1.4,3.8,5.2,1.1,1.4,0.4,1.3,2.9,20.3
2023,Bobby Portis,PF,27,MIL,69,59,17.8,0.575,0.321,0.158,8.7,0.7,0.7,8.6,21.6,2.5,2.8,5.3,0.141,1.3,-0.6,0.7,1.2,294,668,0.44,98,261,0.375,196,407,0.482,0.513,133,160,0.831,32,0.5,3.8,4.3,8.9,1.5,0.4,1.9,2.1,13.9
2023,Kristaps Porzi??is,C,27,WAS,65,15,23.1,0.627,0.35,0.409,12.9,1.3,4,10.2,27.4,5,2.7,7.7,0.174,3.8,0.5,4.3,3.4,188,453,0.415,68,185,0.368,120,268,0.448,0.49,49,64,0.766,20.2,0.3,2,2.2,4.5,0.7,0.2,1.7,1.8,10.3
2023,Micah Potter,PF,24,UTA,7,1,18.7,0.8,0.467,0,11.2,0.9,0,11.8,13.7,0.2,0,0.2,0.186,2.3,1.2,3.5,0.1,39,65,0.6,13,26,0.5,26,39,0.667,0.7,6,7,0.857,16.5,1,1.9,2.9,1.2,0.9,0.2,0.8,1.9,4.6
2023,Dwight Powell,C,31,DAL,76,1,15.6,0.738,0.019,0.625,6.9,1.6,1.6,15.9,12.7,3.8,1.3,5.1,0.169,-1.2,0,-1.2,0.3,24,41,0.585,9,17,0.529,15,24,0.625,0.695,4,4,1,17,0.7,1.9,2.6,1.5,1.1,0.1,0.8,1.9,4.1
2023,Norman Powell,SG,29,LAC,59,0,16.9,0.614,0.413,0.392,11.2,1.6,1,11,25.8,2,1.4,3.4,0.106,0.9,-0.7,0.2,0.9,15,24,0.625,4,9,0.444,11,15,0.733,0.708,2,3,0.667,15.3,2,1.7,3.7,0.7,0.3,0.7,0.7,1.8,6
2023,Jason Preston,PG,23,LAC,14,0,10.3,0.489,0.439,0.049,31,0.8,0,19.3,18.3,0,0.1,0.1,0.021,-2.1,-0.5,-2.6,0,23,71,0.324,17,52,0.327,6,19,0.316,0.444,9,11,0.818,7.2,0.2,1.1,1.3,0.9,0.1,0,0.3,0.8,1.8
2023,Joshua Primo,SG,20,SAS,4,0,6.1,0.467,0.462,0.346,24.5,0.5,1.8,26.9,18.2,-0.2,0,-0.1,-0.074,-4.7,-1.7,-6.4,-0.1,4,12,0.333,1,3,0.333,3,9,0.333,0.375,5,9,0.556,5.3,0.3,0.3,0.7,0.3,0.3,0.2,0.3,0.5,2.3
2023,Payton Pritchard,PG,25,BOS,47,60,9.5,0.52,0.616,0.067,12.4,1.1,0.1,12.5,19.3,-0.1,0.6,0.5,0.038,-2.7,-1.1,-3.8,-0.3,325,478,0.68,0,0,,325,478,0.68,0.68,198,311,0.637,26.1,2.9,6,8.9,3.1,0.6,0.6,1.5,2.7,10.9
2023,Trevelin Queen,SG,25,IND,7,56,6,0.337,0.517,0.172,11.1,1.4,6.2,18.3,22.9,-0.3,0.1,-0.2,-0.133,-5.7,-1.6,-7.2,-0.1,265,396,0.669,0,0,,265,396,0.669,0.669,155,256,0.605,28.5,3.3,6.3,9.7,3.7,0.6,0.6,1.6,2.9,12.2
2023,Neemias Queta,C,23,SAC,4,4,17.7,0.676,0,0.25,6,0,3.5,10.1,16.9,0.1,0,0.1,0.161,-2.3,-0.7,-2.9,0,60,82,0.732,0,0,,60,82,0.732,0.732,43,55,0.782,19.8,1.8,5.3,7,1.7,0.5,0.5,1.4,2.4,7.4
2023,Immanuel Quickley,PG,23,NYK,80,70,16.2,0.578,0.485,0.261,17.3,1.7,0.6,8.5,20.7,4.4,2.3,6.6,0.138,1.3,0.4,1.7,2.1,386,612,0.631,0,1,0,386,611,0.632,0.631,119,201,0.592,26.7,3.3,5.8,9.1,2.8,0.9,1.2,1.8,2.7,12.5
2023,Lester Quinones,SG,22,GSW,3,46,-33.6,0.129,0.667,0.667,16.1,0,0,50.8,47.2,-0.2,0,-0.2,-1.061,-32.1,-12.7,-44.8,-0.1,239,388,0.616,0,1,0,239,387,0.618,0.616,78,129,0.605,26.1,3.3,5.7,9,3.1,0.8,1.1,2.1,2.6,12.1
2023,Julius Randle,PF,28,NYK,77,24,20.4,0.581,0.444,0.371,18.6,0.9,0.7,11.5,29.5,5,3.2,8.1,0.143,3.9,-0.2,3.7,3.9,147,224,0.656,0,0,,147,224,0.656,0.656,41,72,0.569,27.8,3.3,6,9.3,2.2,1.2,1.4,1.2,3,13.4
2023,Austin Reaves,SG,24,LAL,63,25,14.9,0.684,0.437,0.54,15.6,0.9,0.9,14.2,16.3,3.9,1.4,5.2,0.139,0.6,0.1,0.6,1.2,108,249,0.434,38,104,0.365,70,145,0.483,0.51,22,35,0.629,20.6,1.3,3.4,4.7,1.9,0.6,1.3,1.3,1.7,8.1
2023,Cam Reddish,SF,23,TOT,40,43,10.6,0.561,0.462,0.24,8.1,1.9,1.3,12,17.1,0.3,0.7,1,0.047,-2.6,-0.7,-3.4,-0.4,543,1269,0.428,210,632,0.332,333,637,0.523,0.511,358,411,0.871,30.1,0.4,2.3,2.7,4.5,0.8,0.3,3.1,2.6,20.4
2023,Cam Reddish,SF,23,NYK,20,59,10.6,0.558,0.412,0.243,6.3,1.7,1.7,9.1,16.2,0.3,0.4,0.7,0.072,-2.2,0,-2.3,0,391,884,0.442,141,385,0.366,250,499,0.501,0.522,207,264,0.784,34.3,1.3,4,5.3,5.7,1.4,0.3,3.2,2.6,19.2
2023,Cam Reddish,SF,23,POR,20,62,10.6,0.563,0.5,0.239,9.6,2.1,1,14.1,17.9,0,0.3,0.3,0.027,-3,-1.3,-4.3,-0.3,398,817,0.487,188,454,0.414,210,363,0.579,0.602,96,120,0.8,29,1,4.5,5.5,1,0.6,0.5,1.1,1.9,17.4
2023,Davon Reed,SG,27,TOT,43,2,6.1,0.471,0.548,0.286,8.2,2.1,1,17.5,14.6,-0.4,0.4,0,0.007,-5.4,0,-5.4,-0.3,15,30,0.5,6,17,0.353,9,13,0.692,0.6,8,8,1,18.3,0.8,1.6,2.4,1,1.4,0,0.5,0.9,5.5
2023,Davon Reed,SG,27,DEN,35,21,5.2,0.456,0.55,0.25,7.3,2,1.1,18.4,15,-0.4,0.4,-0.1,-0.01,-5.8,-0.4,-6.2,-0.3,391,789,0.496,93,253,0.368,298,536,0.556,0.554,96,125,0.768,26.1,2.2,7.4,9.7,1.5,0.4,0.2,1.1,1.7,14.1
2023,Davon Reed,SG,27,LAL,8,65,16.7,0.694,0.5,1,19.2,3.5,0,0,9,0.1,0,0.1,0.208,-0.1,4.4,4.3,0,507,1018,0.498,137,356,0.385,370,662,0.559,0.565,354,416,0.851,32.6,1.8,6.6,8.4,2.7,0.9,1.5,2.1,3,23.2
2023,Paul Reed,C,23,PHI,68,0,18.8,0.624,0.021,0.263,5.3,3,5.9,16.9,16,1.2,1.5,2.7,0.178,-1.8,1.5,-0.4,0.3,10,15,0.667,4,7,0.571,6,8,0.75,0.8,0,0,,7.4,0.4,1.9,2.3,0.6,0.1,0,0.3,0.7,3.4
2023,Naz Reid,C,23,MIN,68,64,18.5,0.617,0.376,0.22,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3,0.114,0.3,0.7,1,1,197,269,0.732,0,5,0,197,264,0.746,0.732,112,168,0.667,19.2,2,2.2,4.1,0.9,0.6,0.3,0.9,2.8,6.7
2023,Jared Rhoden,SG,23,DET,13,8,7.1,0.492,0.444,0.167,3.3,1.2,0.5,7.2,10.9,0,0.1,0.1,0.034,-4.9,-1.7,-6.5,-0.2,328,688,0.477,114,284,0.401,214,404,0.53,0.56,220,270,0.815,26,0.4,2.5,2.9,1.8,0.8,0.3,1.7,2.1,16.8
2023,Nick Richards,C,25,CHO,64,0,18.1,0.673,0.003,0.576,4.5,0.4,4.9,12.6,15.6,2.7,1.4,4.1,0.162,-1.1,-0.3,-1.5,0.2,18,41,0.439,5,18,0.278,13,23,0.565,0.5,0,2,0,8.9,0.1,1.4,1.6,1.9,0.1,0,0.7,0.5,2.9
2023,Josh Richardson,SG,29,TOT,64,0,12.6,0.558,0.53,0.148,16.1,2.2,1.2,12.6,18.6,0.7,1.1,1.8,0.057,-0.9,-0.1,-1,0.4,9,26,0.346,3,12,0.25,6,14,0.429,0.404,7,9,0.778,23.3,0.5,2.8,3.3,4.5,0.3,0.5,2.8,2,7
2023,Josh Richardson,SG,29,SAS,42,4,13.6,0.556,0.51,0.148,19.4,1.9,0.9,12.7,20.6,0.6,0.4,0.9,0.046,-0.1,-1.1,-1.1,0.2,170,365,0.466,72,188,0.383,98,177,0.554,0.564,63,74,0.851,21.8,0.3,2.2,2.4,1.6,0.5,0.3,1.3,2.3,9
2023,Josh Richardson,SG,29,NOP,22,2,10.5,0.562,0.587,0.147,9.6,2.7,1.7,12.1,14.8,0.1,0.7,0.8,0.08,-2.6,1.7,-0.9,0.1,91,224,0.406,47,138,0.341,44,86,0.512,0.511,11,15,0.733,12.7,0.5,1.1,1.6,1.1,0.3,0,0.7,0.8,5.1
2023,Austin Rivers,SG,30,MIN,52,0,7.4,0.564,0.589,0.187,9.3,1.3,0.3,9.2,10.5,0.5,0.7,1.3,0.06,-3.3,0.5,-2.8,-0.2,7,29,0.241,2,15,0.133,5,14,0.357,0.276,5,5,1,10,1.1,1.3,2.4,0.9,0.3,0.7,1,0.6,3
2023,Duncan Robinson,SF,28,MIA,41,0,7.4,0.529,0.812,0.117,9.3,1,0,10.3,17.7,-0.1,0.5,0.4,0.029,-3.6,-1.4,-5,-0.5,6,8,0.75,0,0,,6,8,0.75,0.75,0,2,0,6.3,1,1.3,2.3,0.3,0,0.3,0.3,1.8,3
2023,Mitchell Robinson,C,24,NYK,58,20,18.7,0.662,0,0.437,4.4,1.7,6.1,10.6,9.9,3.9,2.5,6.5,0.199,0.9,1.5,2.4,1.7,410,914,0.449,165,443,0.372,245,471,0.52,0.539,194,239,0.812,28.8,0.7,3.4,4.1,3.4,1,0.2,1.2,2,14.7
2023,Orlando Robinson,C,22,MIA,30,0,13.5,0.571,0.057,0.352,8,1.4,2.9,13.6,12.6,0.5,0.6,1.1,0.13,-2.8,0.7,-2.1,0,0,3,0,0,2,0,0,1,0,0,1,2,0.5,2.3,0,0.7,0.7,0.3,0,0,1.3,0,0.3
2023,Isaiah Roby,PF,24,SAS,42,77,9.3,0.497,0.387,0.265,10.7,1.8,1.2,15.2,17.8,-0.4,0.3,-0.1,-0.012,-4.1,-0.6,-4.6,-0.3,658,1432,0.459,218,636,0.343,440,796,0.553,0.536,402,531,0.757,35.5,1.8,8.1,10,4.1,0.6,0.3,2.8,3,25.1
2023,David Roddy,PF,21,MEM,69,21,9,0.526,0.509,0.162,5.8,1.1,1.4,11.3,16.5,-0.2,1.4,1.2,0.048,-3.1,-0.6,-3.7,-0.5,256,485,0.528,83,212,0.392,173,273,0.634,0.613,226,262,0.863,28.7,0.5,2.5,3,3.3,0.5,0.3,1.6,1.7,13
2023,Ryan Rollins,PG,20,GSW,12,20,-1.4,0.508,0.45,0.3,12.5,0.8,1.4,41.4,26.1,-0.3,0.1,-0.3,-0.22,-11.4,-3.7,-15.1,-0.2,139,312,0.446,45,144,0.313,94,168,0.56,0.518,64,75,0.853,24.8,0.5,1.8,2.2,1.4,1,0.4,1.2,1.8,9.7
2023,Derrick Rose,PG,34,NYK,27,8,10.1,0.463,0.396,0.075,20,1,1.4,11.8,23.7,-0.3,0.3,0,-0.001,-2.2,-1.5,-3.7,-0.1,61,136,0.449,17,56,0.304,44,80,0.55,0.511,29,33,0.879,21.9,0.4,1.2,1.6,1,0.8,0.4,0.8,1.6,8.4
2023,Terrence Ross,SG,31,TOT,62,12,10.3,0.548,0.562,0.071,10.1,1.3,0.7,8.5,16.7,0.5,1.2,1.7,0.061,-1.7,-0.3,-2,0,78,176,0.443,28,88,0.318,50,88,0.568,0.523,35,42,0.833,27.6,0.6,2.3,2.9,1.9,1.2,0.3,1.6,2,11
2023,Terrence Ross,SG,31,ORL,42,1,8.6,0.543,0.535,0.067,8.1,1.3,0.8,10.7,15.7,-0.1,0.8,0.6,0.033,-2.7,-0.4,-3.1,-0.3,28,84,0.333,17,46,0.37,11,38,0.289,0.435,16,24,0.667,8,0.2,1.1,1.4,0.5,0.3,0.1,0.5,0.9,2.1
2023,Terrence Ross,SG,31,PHO,20,1,14.8,0.56,0.616,0.079,15.2,1.4,0.5,3.7,19.5,0.6,0.4,1,0.136,0.8,0.2,1,0.3,25,80,0.313,16,44,0.364,9,36,0.25,0.413,15,20,0.75,9,0.3,1.3,1.6,0.5,0.4,0.1,0.6,1,2.3
2023,Terry Rozier,SG,28,CHO,63,0,14.7,0.517,0.425,0.185,22.7,1.6,0.6,9.4,26.9,0.1,1.6,1.7,0.036,0.6,-1.2,-0.6,0.8,3,4,0.75,1,2,0.5,2,2,1,0.875,1,4,0.25,3.4,0.1,0.4,0.5,0.5,0.3,0,0,0.4,1
2023,Ricky Rubio,PG,32,CLE,32,1,10.9,0.454,0.467,0.198,26.7,2.4,1,13.4,17.4,0,0.9,0.8,0.074,-3.6,1.3,-2.3,0,116,194,0.598,0,4,0,116,190,0.611,0.598,38,51,0.745,10.7,1.6,2.1,3.7,0.4,0.6,0.7,0.6,1.8,4
2023,D'Angelo Russell,PG,26,TOT,70,11,16.4,0.606,0.516,0.228,27.5,1.5,1.1,15.2,22.8,3.1,1.9,5,0.106,2.2,-0.7,1.5,2,310,577,0.537,75,217,0.346,235,360,0.653,0.602,86,127,0.677,18.4,1.1,3.8,4.9,1.1,0.6,0.8,1.4,2.6,11.5
2023,D'Angelo Russell,PG,26,MIN,54,0,16.1,0.604,0.521,0.23,26.9,1.6,1,15.5,22.8,2.3,1.5,3.8,0.102,1.9,-0.7,1.2,1.4,14,36,0.389,4,16,0.25,10,20,0.5,0.444,6,6,1,12.5,0.8,1.6,2.4,0.3,0.3,0.1,0.2,1.5,2.9
2023,D'Angelo Russell,PG,26,LAL,16,9,17.3,0.611,0.495,0.221,29.3,1,1.2,13.9,22.7,0.8,0.4,1.2,0.12,3.3,-0.6,2.7,0.6,194,309,0.628,1,1,1,193,308,0.627,0.629,132,178,0.742,18.7,2.3,4.1,6.4,0.6,0.2,1.1,0.9,2.4,8.1
2023,Matt Ryan,SF,25,TOT,34,10,8.1,0.538,0.778,0.111,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.043,-1.9,-1.5,-3.4,-0.1,238,549,0.434,107,291,0.368,131,258,0.508,0.531,69,81,0.852,23.5,0.6,2,2.7,2.7,1.1,0.3,1.3,1.8,10.2
2023,Matt Ryan,SF,25,LAL,12,6,4.6,0.459,0.714,0.102,4,0.7,0,5.5,17.8,-0.1,0.1,0,-0.014,-4.3,-1.4,-5.7,-0.1,177,406,0.436,74,207,0.357,103,199,0.518,0.527,53,60,0.883,23.7,0.7,2.1,2.8,3.3,1,0.3,1.5,1.7,11.5
2023,Matt Ryan,SF,25,MIN,22,4,10.6,0.604,0.831,0.119,8.9,0.8,0.5,6.1,15.6,0.2,0.1,0.3,0.084,-0.2,-1.6,-1.7,0,61,143,0.427,33,84,0.393,28,59,0.475,0.542,16,21,0.762,22.9,0.4,1.9,2.3,1.6,1.3,0.4,1,2,7.8
2023,Domantas Sabonis,C,26,SAC,78,10,23.4,0.668,0.089,0.468,30.2,1.1,1.2,16.9,21.3,9.4,3,12.4,0.22,4,1.7,5.8,5.3,91,209,0.435,43,123,0.35,48,86,0.558,0.538,30,39,0.769,19.5,0.1,1.5,1.6,1.4,0.5,0.1,0.4,1.5,4.9
2023,Luka Šamani?,PF,23,UTA,6,1,13.6,0.621,0.535,0.279,12.9,1.8,1.3,14.2,17.9,0.1,0.2,0.3,0.095,-1.5,2,0.5,0.1,82,223,0.368,60,181,0.331,22,42,0.524,0.502,24,26,0.923,16,0.2,1.4,1.6,1,0.3,0,0.7,1.8,6
2023,Dario Šari?,PF,28,TOT,57,57,13.5,0.583,0.415,0.274,12.7,1.2,0.8,15.1,19.2,0.7,1,1.7,0.099,-1.5,0.1,-1.4,0.1,184,270,0.681,0,0,,184,270,0.681,0.681,58,118,0.492,27,4.4,4.9,9.2,0.9,0.9,1.8,0.7,2.7,7.3
2023,Dario Šari?,PF,28,PHO,37,1,12.3,0.545,0.388,0.247,14.6,1.2,0.8,15.4,18.7,0.3,0.7,0.9,0.086,-2.3,0.3,-2,0,47,88,0.534,0,5,0,47,83,0.566,0.534,22,31,0.71,13.8,1.6,2.5,4.1,0.8,0.4,0.4,0.5,1.8,3.9
2023,Dario Šari?,PF,28,OKC,20,19,15.9,0.65,0.465,0.323,8.9,1.2,0.7,14.4,20.2,0.4,0.3,0.7,0.126,0,-0.3,-0.2,0.1,107,235,0.455,35,105,0.333,72,130,0.554,0.53,33,40,0.825,18.4,1.7,2.4,4.1,1,0.6,0.3,0.5,1.5,6.7
2023,Olivier Sarr,C,23,OKC,8,2,7.9,0.429,0.4,0.2,5.2,0,6.5,15.5,11.4,0,0.1,0.1,0.044,-5.7,-0.9,-6.5,-0.1,67,155,0.432,18,60,0.3,49,95,0.516,0.49,20,41,0.488,11.3,0.5,2,2.5,0.9,0.4,0.2,0.7,1.3,4.1
2023,Jordan Schakel,SF,24,WAS,2,3,24.3,0.75,0.5,0,23.5,8.1,0,0,14.5,0,0,0,0.314,7.7,9.3,17,0,174,401,0.434,63,204,0.309,111,197,0.563,0.512,41,65,0.631,17.6,0.7,2,2.7,0.8,0.4,0.3,0.8,1.5,6.6
2023,Admiral Schofield,PF,25,ORL,36,0,10.5,0.606,0.607,0.188,8.8,0.8,1.1,9.7,13.5,0.6,0.3,0.9,0.103,-1.9,-0.4,-2.3,0,7,20,0.35,3,9,0.333,4,11,0.364,0.425,6,6,1,5.2,0.3,0.8,1,0.5,0.1,0.1,1.3,0.8,1.9
2023,Dennis Schröder,PG,29,LAL,66,0,11.5,0.545,0.346,0.388,20.1,1.2,0.4,12.8,18.6,1.3,1.5,2.8,0.068,-2.4,-0.5,-2.9,-0.4,61,159,0.384,19,63,0.302,42,96,0.438,0.443,11,12,0.917,12.5,0.3,1.2,1.5,1.7,0.3,0.2,0.8,0.7,5.6
2023,Jay Scrubb,SG,22,ORL,2,9,14.2,0.825,0.286,0.286,4.9,3.2,0,27.6,15.6,0,0,0.1,0.084,-3,0.9,-2.1,0,195,450,0.433,94,253,0.372,101,197,0.513,0.538,25,32,0.781,21,0.4,2.1,2.4,1.5,0.6,0.2,0.7,1.5,8.2
2023,Dereon Seabron,SG,22,NOP,5,9,4.5,0.4,0,0,0,0,0,0,17.9,0,0,0,-0.034,-6.6,-4.7,-11.3,0,129,299,0.431,61,160,0.381,68,139,0.489,0.533,15,20,0.75,22.5,0.2,1.8,2,1.3,0.6,0.2,0.9,1.3,8
2023,Alperen ?engün,C,20,HOU,74,0,19.6,0.6,0.072,0.358,20.8,1.5,3.1,17.1,21.3,3.4,1.7,5.1,0.114,1,0.3,1.3,1.8,66,151,0.437,33,93,0.355,33,58,0.569,0.546,10,12,0.833,17.8,0.6,2.7,3.3,1.9,0.5,0.1,0.3,2,8.8
